config,instance,seed,obj_t0_checkpoint,obj_t15,obj_t30,obj_t60
greedy_restart_eta2000,MS10d,9,186.854214,181.381813,181.381813,181.382
greedy_restart_eta2000,MS11d,1,111.067548,102.345641,102.345641,102.346
greedy_restart_eta2000,MS11d,10,111.067548,103.074768,102.345641,102.346
greedy_restart_eta2000,MS11d,2,111.067548,102.345641,102.345641,102.346
greedy_restart_eta2000,MS11d,3,111.067548,102.345641,102.345641,102.346
greedy_restart_eta2000,MS11d,4,109.937759,103.955754,103.57461,102.346
greedy_restart_eta2000,MS11d,5,111.067548,102.345641,102.345641,102.346
greedy_restart_eta2000,MS11d,6,111.021542,102.345641,102.345641,102.346
greedy_restart_eta2000,MS11d,7,110.45248,102.345641,102.345641,102.346
greedy_restart_eta2000,MS11d,8,109.017018,102.345641,102.345641,102.346
greedy_restart_eta2000,MS11d,9,111.067548,102.345641,102.345641,102.346
greedy_restart_eta2000,MS12d,1,78.902628,73.804773,73.804773,73.8048
greedy_restart_eta2000,MS12d,10,77.71981,73.804773,73.804773,73.8048
greedy_restart_eta2000,MS12d,2,82.765748,72.920989,72.920989,72.921
greedy_restart_eta2000,MS12d,3,81.205831,73.804773,73.804773,72.921
greedy_restart_eta2000,MS12d,4,78.902628,73.804773,73.804773,73.8048
greedy_restart_eta2000,MS12d,5,80.334144,75.241057,73.804773,72.921
greedy_restart_eta2000,MS12d,6,78.919106,72.920989,72.920989,72.921
greedy_restart_eta2000,MS12d,7,81.205831,75.264952,73.804773,73.8048
greedy_restart_eta2000,MS12d,8,77.731065,73.804773,73.804773,73.8048
greedy_restart_eta2000,MS12d,9,82.383706,73.804773,73.804773,73.8048
greedy_restart_eta2000,MS13d,1,134.671393,119.154898,119.154898,118.837
greedy_restart_eta2000,MS13d,10,130.822558,119.765903,118.134781,118.135
greedy_restart_eta2000,MS13d,2,133.652724,118.836982,118.836982,117.883
greedy_restart_eta2000,MS13d,3,125.185996,119.53381,118.836982,117.883
greedy_restart_eta2000,MS13d,4,125.185996,117.938344,117.938344,117.935
greedy_restart_eta2000,MS13d,5,126.384969,118.134781,118.134781,117.935
greedy_restart_eta2000,MS13d,6,133.113806,117.883017,117.883017,117.883
greedy_restart_eta2000,MS13d,7,133.355395,119.495039,118.836982,118.837
greedy_restart_eta2000,MS13d,8,127.582411,118.715189,117.883017,117.883
greedy_restart_eta2000,MS13d,9,124.372102,121.760772,121.760772,121.761
greedy_restart_eta2000,MS14d,1,138.581829,130.325066,127.712022,127.024
greedy_restart_eta2000,MS14d,10,138.581829,129.144458,129.144458,128.439
greedy_restart_eta2000,MS14d,2,138.581829,126.874961,126.874961,126.875
greedy_restart_eta2000,MS14d,3,138.581829,130.897928,130.897928,130.517
greedy_restart_eta2000,MS14d,4,138.581829,129.877177,129.877177,129.877
greedy_restart_eta2000,MS14d,5,138.581829,131.441136,131.441136,131.441
greedy_restart_eta2000,MS14d,6,138.581829,128.359278,128.359278,127.851
greedy_restart_eta2000,MS14d,7,137.574933,131.894839,131.894839,129.564
greedy_restart_eta2000,MS14d,8,138.581829,129.279762,126.651427,126.318
greedy_restart_eta2000,MS14d,9,138.581829,133.269219,130.660017,127.063
greedy_restart_eta2000,MS15d,1,102.467038,96.235748,96.235748,95.3925
greedy_restart_eta2000,MS15d,10,103.035087,96.235748,96.235748,96.2357
greedy_restart_eta2000,MS15d,2,101.651813,96.235748,94.037695,94.0377
greedy_restart_eta2000,MS15d,3,104.391251,98.148854,96.235748,95.2295
greedy_restart_eta2000,MS15d,4,100.167646,92.630865,92.246028,91.6438
greedy_restart_eta2000,MS15d,5,104.062508,95.975113,95.975113,94.0134
greedy_restart_eta2000,MS15d,6,103.562147,96.010538,96.010538,96.0105
greedy_restart_eta2000,MS15d,7,103.047474,96.235748,96.010538,96.0105
greedy_restart_eta2000,MS15d,8,105.292788,96.010538,94.697747,94.6834
greedy_restart_eta2000,MS15d,9,100.948693,95.923931,95.923931,95.9239
greedy_restart_eta2000,MS16d,1,112.681316,105.46657,105.293378,103.673
greedy_restart_eta2000,MS16d,10,109.990752,102.885636,101.900572,101.901
greedy_restart_eta2000,MS16d,2,113.251174,107.388334,105.211665,104.41
greedy_restart_eta2000,MS16d,3,115.477357,110.395655,109.559896,105.486
greedy_restart_eta2000,MS16d,4,111.211501,105.758597,104.263185,104.223
greedy_restart_eta2000,MS16d,5,109.117355,104.675865,104.363931,103.722
greedy_restart_eta2000,MS16d,6,111.652875,105.000358,103.520669,103.037
greedy_restart_eta2000,MS16d,7,112.749035,107.033847,106.832137,104.063
greedy_restart_eta2000,MS16d,8,113.460553,101.728614,100.784201,100.784
greedy_restart_eta2000,MS16d,9,114.224225,109.582034,107.486679,107.487
greedy_restart_eta2000,MS17d,1,256.660654,250.963989,250.963989,250.641
greedy_restart_eta2000,MS17d,10,257.815194,248.389603,245.589335,245.283
greedy_restart_eta2000,MS17d,2,260.727593,249.129016,247.547367,247.547
greedy_restart_eta2000,MS17d,3,254.695256,252.369553,248.700358,248.7
greedy_restart_eta2000,MS17d,4,256.086851,252.864779,248.784573,245.26
greedy_restart_eta2000,MS17d,5,255.85713,251.464083,248.299805,247.351
greedy_restart_eta2000,MS17d,6,255.910585,248.238911,248.238911,248.107
greedy_restart_eta2000,MS17d,7,260.900334,247.705587,247.156546,246.651
greedy_restart_eta2000,MS17d,8,253.553623,252.064219,251.883942,251.884
greedy_restart_eta2000,MS17d,9,254.713258,251.11881,249.502353,246.29
greedy_restart_eta2000,MS18d,1,406.535447,394.468015,390.47204,388.605
greedy_restart_eta2000,MS18d,10,405.745151,400.388605,395.424625,392.455
greedy_restart_eta2000,MS18d,2,408.634615,401.789662,397.582335,397.569
greedy_restart_eta2000,MS18d,3,414.88022,402.369952,397.696295,397.274
greedy_restart_eta2000,MS18d,4,415.648714,399.316783,398.149347,397.533
greedy_restart_eta2000,MS18d,5,418.850998,403.799178,397.908871,396.744
greedy_restart_eta2000,MS18d,6,415.305025,401.59929,401.306845,399.839
greedy_restart_eta2000,MS18d,7,415.289513,401.30932,401.060225,395.658
greedy_restart_eta2000,MS18d,8,415.361344,402.862774,397.012223,396.897
greedy_restart_eta2000,MS18d,9,410.104848,400.36396,393.948211,393.574
greedy_restart_eta2000,MS19d,1,367.139417,355.526644,355.526644,355.527
greedy_restart_eta2000,MS19d,10,370.836049,353.936629,353.936629,353.937
greedy_restart_eta2000,MS19d,2,364.732019,362.261238,355.640067,355.101
greedy_restart_eta2000,MS19d,3,363.112863,356.044716,353.946921,353.461
greedy_restart_eta2000,MS19d,4,363.903358,354.836548,348.502934,348.503
greedy_restart_eta2000,MS19d,5,369.871986,346.535588,345.956973,345.957
greedy_restart_eta2000,MS19d,6,372.661535,352.538497,352.538497,350.822
greedy_restart_eta2000,MS19d,7,370.524404,357.382239,355.528532,353.326
greedy_restart_eta2000,MS19d,8,363.59565,359.877,358.314578,357.304
greedy_restart_eta2000,MS19d,9,364.101645,361.535414,357.63026,357.63
greedy_restart_eta2000,MS1d,1,170.908326,170.908326,170.908326,170.908
greedy_restart_eta2000,MS1d,10,170.908326,170.908326,170.908326,170.908
greedy_restart_eta2000,MS1d,2,170.908326,170.908326,170.908326,170.908
greedy_restart_eta2000,MS1d,3,170.908326,170.908326,170.908326,170.908
greedy_restart_eta2000,MS1d,4,170.908326,170.908326,170.908326,170.908
greedy_restart_eta2000,MS1d,5,170.908326,170.908326,170.908326,170.908
greedy_restart_eta2000,MS1d,6,170.908326,170.908326,170.908326,170.908
greedy_restart_eta2000,MS1d,7,170.908326,170.908326,170.908326,170.908
greedy_restart_eta2000,MS1d,8,170.908326,170.908326,170.908326,170.908
greedy_restart_eta2000,MS1d,9,170.908326,170.908326,170.908326,170.908
greedy_restart_eta2000,MS20d,1,338.166475,335.213989,327.438807,326.942
greedy_restart_eta2000,MS20d,10,338.59355,335.821689,334.012978,333.807
greedy_restart_eta2000,MS20d,2,340.963726,339.054486,329.233311,327.764
greedy_restart_eta2000,MS20d,3,334.1254,330.802237,324.935049,324.12
greedy_restart_eta2000,MS20d,4,340.92487,339.683705,326.120849,325.657
greedy_restart_eta2000,MS20d,5,336.29649,334.731919,328.179036,327.353
greedy_restart_eta2000,MS20d,6,338.597906,332.755281,324.281389,323.709
greedy_restart_eta2000,MS20d,7,334.841172,331.014106,327.773687,324.569
greedy_restart_eta2000,MS20d,8,339.527168,334.198882,332.964396,332.201
greedy_restart_eta2000,MS20d,9,340.612071,330.360298,324.109249,321.755
greedy_restart_eta2000,MS21d,1,259.59977,248.352787,247.644463,247.136
greedy_restart_eta2000,MS21d,10,261.458421,249.510031,249.510031,249.51
greedy_restart_eta2000,MS21d,2,257.075828,252.20695,252.20695,251.399
greedy_restart_eta2000,MS21d,3,257.075828,253.891186,252.903661,252.758
greedy_restart_eta2000,MS21d,4,258.642274,253.917129,253.783398,253.642
greedy_restart_eta2000,MS21d,5,257.075828,251.168848,248.812585,248.813
greedy_restart_eta2000,MS21d,6,262.213044,251.14969,250.42869,250.429
greedy_restart_eta2000,MS21d,7,257.075828,251.500058,251.500058,249.203
greedy_restart_eta2000,MS21d,8,257.075828,255.05497,254.133272,252.749
greedy_restart_eta2000,MS21d,9,256.788451,247.214547,247.214547,247.215
greedy_restart_eta2000,MS22d,1,403.441811,395.621238,394.749132,394.304
greedy_restart_eta2000,MS22d,10,395.912242,395.912242,395.912242,395.912
greedy_restart_eta2000,MS22d,2,406.33657,395.280787,395.280787,395.281
greedy_restart_eta2000,MS22d,3,400.619132,395.151988,394.807134,394.807
greedy_restart_eta2000,MS22d,4,403.326839,397.181382,394.456478,394.456
greedy_restart_eta2000,MS22d,5,409.786078,398.001209,397.12005,396.043
greedy_restart_eta2000,MS22d,6,403.76183,394.420755,394.420755,394.421
greedy_restart_eta2000,MS22d,7,409.4171,397.376613,397.376613,397.377
greedy_restart_eta2000,MS22d,8,402.524619,395.223409,394.736181,392.676
greedy_restart_eta2000,MS22d,9,407.206681,397.133975,397.133975,397.134
greedy_restart_eta2000,MS23d,1,374.121261,363.503785,363.503785,363.504
greedy_restart_eta2000,MS23d,10,382.938371,363.503785,363.503785,363.504
greedy_restart_eta2000,MS23d,2,375.687179,363.503785,363.503785,363.504
greedy_restart_eta2000,MS23d,3,367.658332,363.503785,363.503785,363.504
greedy_restart_eta2000,MS23d,4,375.868892,363.503785,363.503785,363.504
greedy_restart_eta2000,MS23d,5,375.035126,363.503785,363.503785,363.504
greedy_restart_eta2000,MS23d,6,377.648924,366.34688,363.503785,363.504
greedy_restart_eta2000,MS23d,7,375.264319,365.907232,365.907232,365.907
greedy_restart_eta2000,MS23d,8,374.697447,363.503785,363.503785,363.504
greedy_restart_eta2000,MS23d,9,379.25275,366.34688,366.34688,366.347
greedy_restart_eta2000,MS24d,1,215.615225,203.801788,203.044078,203.031
greedy_restart_eta2000,MS24d,10,215.666958,207.032735,205.540943,205.541
greedy_restart_eta2000,MS24d,2,218.370865,204.355755,204.353114,203.609
greedy_restart_eta2000,MS24d,3,217.246593,203.643361,203.118363,203.118
greedy_restart_eta2000,MS24d,4,219.368338,201.730555,201.730555,201.731
greedy_restart_eta2000,MS24d,5,217.076907,203.099462,203.099462,203.099
greedy_restart_eta2000,MS24d,6,216.227673,200.94516,199.191198,198.389
greedy_restart_eta2000,MS24d,7,218.078787,207.731106,205.287256,204.84
greedy_restart_eta2000,MS24d,8,214.224264,200.500366,200.500366,200.214
greedy_restart_eta2000,MS24d,9,213.528375,205.157791,202.682197,202.144
greedy_restart_eta2000,MS25d,1,246.388922,239.347897,239.347897,239.026
greedy_restart_eta2000,MS25d,10,242.180152,236.672749,236.672749,235.752
greedy_restart_eta2000,MS25d,2,245.893797,237.774208,237.774208,237.774
greedy_restart_eta2000,MS25d,3,246.388922,235.243383,235.213902,235.063
greedy_restart_eta2000,MS25d,4,243.396682,235.487276,234.586388,234.586
greedy_restart_eta2000,MS25d,5,242.830211,238.86101,236.537209,236.406
greedy_restart_eta2000,MS25d,6,244.645822,238.979996,237.151962,237.152
greedy_restart_eta2000,MS25d,7,246.352859,236.883373,234.004026,234.004
greedy_restart_eta2000,MS25d,8,246.360796,241.87504,241.87504,241.875
greedy_restart_eta2000,MS25d,9,249.152367,238.44711,238.44711,237.577
greedy_restart_eta2000,MS26d,1,364.421228,353.006035,353.006035,353.006
greedy_restart_eta2000,MS26d,10,366.453133,354.599723,354.58972,352.98
greedy_restart_eta2000,MS26d,2,369.190646,359.888604,359.731333,358.255
greedy_restart_eta2000,MS26d,3,361.415038,350.670667,350.670667,350.671
greedy_restart_eta2000,MS26d,4,371.451206,359.846667,358.316492,353.97
greedy_restart_eta2000,MS26d,5,365.65939,358.203526,356.346133,349.056
greedy_restart_eta2000,MS26d,6,362.89279,354.971089,354.034508,353.722
greedy_restart_eta2000,MS26d,7,371.178777,356.964282,356.13013,354.967
greedy_restart_eta2000,MS26d,8,370.614511,361.309945,360.432901,354.507
greedy_restart_eta2000,MS26d,9,372.981947,360.044057,359.75659,358.192
greedy_restart_eta2000,MS27d,1,310.843722,296.744237,291.756569,291.556
greedy_restart_eta2000,MS27d,10,299.732578,296.465891,294.448803,293.143
greedy_restart_eta2000,MS27d,2,306.799019,301.740095,297.191796,297.07
greedy_restart_eta2000,MS27d,3,311.468304,297.856699,295.017292,295.017
greedy_restart_eta2000,MS27d,4,310.595582,302.506537,296.7458,292.284
greedy_restart_eta2000,MS27d,5,318.106919,303.307909,302.461961,298.917
greedy_restart_eta2000,MS27d,6,316.619146,305.527282,304.951729,303.454
greedy_restart_eta2000,MS27d,7,319.596868,292.91616,292.134037,292.134
greedy_restart_eta2000,MS27d,8,319.410196,302.872752,299.15182,298.728
greedy_restart_eta2000,MS27d,9,309.601804,296.93445,295.396955,295.311
greedy_restart_eta2000,MS28d,1,365.75644,363.059732,357.797686,356.9
greedy_restart_eta2000,MS28d,10,372.877406,372.877406,356.402229,355.279
greedy_restart_eta2000,MS28d,2,372.858903,364.567781,357.663338,355.452
greedy_restart_eta2000,MS28d,3,375.573453,367.857044,366.616619,362.223
greedy_restart_eta2000,MS28d,4,369.598907,368.135675,360.691007,360.691
greedy_restart_eta2000,MS28d,5,369.059151,367.160969,351.415172,348.083
greedy_restart_eta2000,MS28d,6,364.646928,358.292551,352.247727,352.248
greedy_restart_eta2000,MS28d,7,365.637228,365.637228,358.167725,355.108
greedy_restart_eta2000,MS28d,8,376.854812,371.226234,359.280173,359.28
greedy_restart_eta2000,MS28d,9,370.665162,370.665162,358.163607,357.997
greedy_restart_eta2000,MS29d,1,376.782978,371.823979,368.241845,367.685
greedy_restart_eta2000,MS29d,10,383.441125,370.827637,364.563269,363.843
greedy_restart_eta2000,MS29d,2,377.224528,370.854566,369.499892,369.5
greedy_restart_eta2000,MS29d,3,375.740054,362.030793,361.743689,361.387
greedy_restart_eta2000,MS29d,4,385.77257,369.877635,369.10608,368.261
greedy_restart_eta2000,MS29d,5,388.764608,371.185497,370.217143,369.706
greedy_restart_eta2000,MS29d,6,378.471586,364.485859,364.485859,363.799
greedy_restart_eta2000,MS29d,7,375.677086,364.843946,363.783795,363.784
greedy_restart_eta2000,MS29d,8,383.806312,365.798397,364.874937,364.875
greedy_restart_eta2000,MS29d,9,369.603972,364.401746,361.11545,360.507
greedy_restart_eta2000,MS2d,1,134.339263,129.836559,128.7591,128.759
greedy_restart_eta2000,MS2d,10,141.220018,132.079613,131.382777,131.332
greedy_restart_eta2000,MS2d,2,146.037217,130.462052,130.462052,128.277
greedy_restart_eta2000,MS2d,3,145.62843,134.361958,131.872647,131.43
greedy_restart_eta2000,MS2d,4,143.519542,131.332012,126.509602,126.51
greedy_restart_eta2000,MS2d,5,142.729415,131.436213,131.436213,131.334
greedy_restart_eta2000,MS2d,6,142.036776,133.699439,130.446771,130.447
greedy_restart_eta2000,MS2d,7,143.577404,128.613037,128.613037,128.613
greedy_restart_eta2000,MS2d,8,147.756603,134.783295,134.783295,127.007
greedy_restart_eta2000,MS2d,9,136.600559,128.936691,126.746916,126.747
greedy_restart_eta2000,MS30d,1,153.15452,139.086753,136.053725,136.054
greedy_restart_eta2000,MS30d,10,152.125159,140.73505,139.04342,138.926
greedy_restart_eta2000,MS30d,2,146.786559,141.084707,138.7965,138.372
greedy_restart_eta2000,MS30d,3,149.767282,141.013916,140.255907,140.256
greedy_restart_eta2000,MS30d,4,149.812979,143.593115,140.897349,137.922
greedy_restart_eta2000,MS30d,5,149.908583,140.461202,138.487656,137.573
greedy_restart_eta2000,MS30d,6,146.088158,143.533388,141.996123,141.871
greedy_restart_eta2000,MS30d,7,151.115305,145.008802,139.214616,137.6
greedy_restart_eta2000,MS30d,8,148.670499,142.126669,141.912455,140.823
greedy_restart_eta2000,MS30d,9,146.672481,142.700091,139.740375,139.74
greedy_restart_eta2000,MS31d,1,117.057148,111.500501,110.06885,108.871
greedy_restart_eta2000,MS31d,10,124.008307,113.652121,112.525747,111.878
greedy_restart_eta2000,MS31d,2,119.699117,109.793116,109.793116,109.267
greedy_restart_eta2000,MS31d,3,122.052032,111.777421,110.51254,110.513
greedy_restart_eta2000,MS31d,4,123.530251,109.869556,109.793116,109.793
greedy_restart_eta2000,MS31d,5,115.805113,110.515815,109.890259,109.562
greedy_restart_eta2000,MS31d,6,121.390344,111.953183,111.589498,111.589
greedy_restart_eta2000,MS31d,7,120.234977,110.766532,110.178206,110.166
greedy_restart_eta2000,MS31d,8,124.06749,110.970609,109.469323,108.113
greedy_restart_eta2000,MS31d,9,117.407753,109.183246,108.596156,108.596
greedy_restart_eta2000,MS32d,1,99.700128,96.635581,96.635581,96.6356
greedy_restart_eta2000,MS32d,10,101.185951,96.259627,96.259627,96.2596
greedy_restart_eta2000,MS32d,2,98.990175,96.259627,96.259627,96.2596
greedy_restart_eta2000,MS32d,3,101.338728,97.014847,97.014847,96.2596
greedy_restart_eta2000,MS32d,4,99.501145,96.259627,96.259627,96.2596
greedy_restart_eta2000,MS32d,5,98.990175,97.014847,96.635581,96.6356
greedy_restart_eta2000,MS32d,6,101.338728,97.014847,96.635581,96.6356
greedy_restart_eta2000,MS32d,7,99.700128,96.259627,96.259627,96.2596
greedy_restart_eta2000,MS32d,8,99.342655,96.635581,96.635581,96.6356
greedy_restart_eta2000,MS32d,9,99.776566,97.014847,96.635581,96.2596
greedy_restart_eta2000,MS33d,1,93.739203,92.81971,92.81971,92.8197
greedy_restart_eta2000,MS33d,10,94.519109,92.81971,92.81971,92.8197
greedy_restart_eta2000,MS33d,2,94.519109,92.81971,92.81971,92.8197
greedy_restart_eta2000,MS33d,3,94.519109,92.81971,92.81971,92.8197
greedy_restart_eta2000,MS33d,4,94.813706,92.81971,92.81971,92.8197
greedy_restart_eta2000,MS33d,5,94.888454,92.81971,92.81971,92.8197
greedy_restart_eta2000,MS33d,6,93.723273,92.81971,92.81971,92.8197
greedy_restart_eta2000,MS33d,7,93.723273,92.81971,92.81971,92.8197
greedy_restart_eta2000,MS33d,8,94.736164,92.81971,92.81971,92.8197
greedy_restart_eta2000,MS33d,9,95.221147,92.81971,92.81971,92.8197
greedy_restart_eta2000,MS34d,1,90.460691,88.971787,85.551481,85.5515
greedy_restart_eta2000,MS34d,10,96.659801,84.263023,83.785232,83.7852
greedy_restart_eta2000,MS34d,2,92.046219,85.312902,85.312902,85.3129
greedy_restart_eta2000,MS34d,3,90.460691,87.621297,86.175031,85.3129
greedy_restart_eta2000,MS34d,4,90.460691,88.996923,88.996923,88.9969
greedy_restart_eta2000,MS34d,5,94.309341,89.606672,85.943722,85.9437
greedy_restart_eta2000,MS34d,6,92.326092,87.559885,84.936763,84.9368
greedy_restart_eta2000,MS34d,7,94.839422,86.111582,86.111582,86.1116
greedy_restart_eta2000,MS34d,8,89.805739,84.221598,84.221598,84.029
greedy_restart_eta2000,MS34d,9,95.534959,90.460691,89.124973,86.8936
greedy_restart_eta2000,MS35d,1,110.446599,110.446599,103.294711,101.248
greedy_restart_eta2000,MS35d,10,109.656919,109.656919,102.474665,99.9278
greedy_restart_eta2000,MS35d,2,112.413929,112.413929,112.413929,103.116
greedy_restart_eta2000,MS35d,3,109.409571,109.409571,101.461095,99.9278
greedy_restart_eta2000,MS35d,4,110.475663,110.475663,102.474665,101.863
greedy_restart_eta2000,MS35d,5,110.694496,110.694496,103.116177,103.116
greedy_restart_eta2000,MS35d,6,116.368957,116.368957,104.431807,101.955
greedy_restart_eta2000,MS35d,7,105.381385,105.381385,100.112534,99.9278
greedy_restart_eta2000,MS35d,8,111.15742,111.15742,101.037977,100.939
greedy_restart_eta2000,MS35d,9,113.397999,113.397999,105.984551,100.933
greedy_restart_eta2000,MS36d,1,142.871996,141.003559,140.838029,140.838
greedy_restart_eta2000,MS36d,10,146.504814,143.009176,140.028825,138.627
greedy_restart_eta2000,MS36d,2,143.586833,142.459944,140.76867,140.25
greedy_restart_eta2000,MS36d,3,145.112205,142.252678,141.106489,140.682
greedy_restart_eta2000,MS36d,4,141.713514,141.713514,139.117494,137.637
greedy_restart_eta2000,MS36d,5,146.319993,144.125218,144.125218,140.821
greedy_restart_eta2000,MS36d,6,146.788636,142.666242,142.521965,142.008
greedy_restart_eta2000,MS36d,7,144.68434,142.638649,139.090804,138.74
greedy_restart_eta2000,MS36d,8,141.005359,141.005359,139.18475,138.906
greedy_restart_eta2000,MS36d,9,145.342047,143.707423,139.603486,139.348
greedy_restart_eta2000,MS37d,1,141.299485,138.772164,138.614909,138.615
greedy_restart_eta2000,MS37d,10,137.411265,134.556491,132.93741,132.937
greedy_restart_eta2000,MS37d,2,136.670803,136.670803,136.670803,132.937
greedy_restart_eta2000,MS37d,3,137.411265,136.943447,135.866269,132.937
greedy_restart_eta2000,MS37d,4,137.734564,132.93741,132.93741,132.937
greedy_restart_eta2000,MS37d,5,137.411265,135.926059,132.93741,132.937
greedy_restart_eta2000,MS37d,6,137.411265,136.943447,136.943447,136.943
greedy_restart_eta2000,MS37d,7,137.411265,137.411265,136.943447,134.333
greedy_restart_eta2000,MS37d,8,137.411265,136.943447,132.93741,132.937
greedy_restart_eta2000,MS37d,9,136.943447,136.943447,136.943447,132.944
greedy_restart_eta2000,MS38d,1,157.519178,153.067734,151.838006,151.828
greedy_restart_eta2000,MS38d,10,157.610433,152.368174,151.636302,151.519
greedy_restart_eta2000,MS38d,2,155.000091,154.282425,153.00409,151.386
greedy_restart_eta2000,MS38d,3,157.120443,153.339439,150.831873,150.832
greedy_restart_eta2000,MS38d,4,154.752189,152.121297,151.924161,151.626
greedy_restart_eta2000,MS38d,5,158.206239,152.338185,152.338185,152.338
greedy_restart_eta2000,MS38d,6,155.879752,150.985959,150.831873,150.832
greedy_restart_eta2000,MS38d,7,159.748312,152.807741,151.170888,151.171
greedy_restart_eta2000,MS38d,8,157.554963,155.460461,154.055918,152.554
greedy_restart_eta2000,MS38d,9,156.882796,150.685832,150.685832,150.166
greedy_restart_eta2000,MS39d,1,217.275397,206.892497,203.089875,202.892
greedy_restart_eta2000,MS39d,10,213.158802,208.626374,208.458239,207.782
greedy_restart_eta2000,MS39d,2,216.143789,205.839857,203.787314,203.787
greedy_restart_eta2000,MS39d,3,216.94919,204.284089,203.458794,200.365
greedy_restart_eta2000,MS39d,4,213.158802,209.117679,203.116884,203.117
greedy_restart_eta2000,MS39d,5,213.869249,204.170528,202.01144,202.011
greedy_restart_eta2000,MS39d,6,213.170505,205.357019,205.212577,205.004
greedy_restart_eta2000,MS39d,7,214.827329,206.420024,206.305244,205.147
greedy_restart_eta2000,MS39d,8,214.766789,209.760096,203.939383,203.333
greedy_restart_eta2000,MS39d,9,213.20003,206.195998,204.860902,204.861
greedy_restart_eta2000,MS3d,1,246.211954,233.063681,233.063681,230.996
greedy_restart_eta2000,MS3d,10,248.6418,235.415123,233.55429,233.554
greedy_restart_eta2000,MS3d,2,242.59289,235.208662,235.062111,235.03
greedy_restart_eta2000,MS3d,3,241.312793,233.995487,233.94498,233.945
greedy_restart_eta2000,MS3d,4,243.391928,231.341145,230.767277,230.767
greedy_restart_eta2000,MS3d,5,243.625966,239.292377,238.462993,238.463
greedy_restart_eta2000,MS3d,6,249.007941,233.55429,232.72274,232.723
greedy_restart_eta2000,MS3d,7,243.64471,233.410706,233.410706,233.355
greedy_restart_eta2000,MS3d,8,244.033513,233.354891,231.371568,231.372
greedy_restart_eta2000,MS3d,9,243.64471,237.900149,233.55429,233.554
greedy_restart_eta2000,MS40d,1,245.448224,237.578598,237.578598,237.579
greedy_restart_eta2000,MS40d,10,245.605474,239.162353,238.786285,238.786
greedy_restart_eta2000,MS40d,2,246.116756,239.162353,238.643315,238.124
greedy_restart_eta2000,MS40d,3,245.589412,238.006617,238.006617,238.007
greedy_restart_eta2000,MS40d,4,241.03064,238.006617,237.280286,237.128
greedy_restart_eta2000,MS40d,5,245.518902,240.182729,240.178287,240.178
greedy_restart_eta2000,MS40d,6,250.970578,240.547885,240.547885,240.548
greedy_restart_eta2000,MS40d,7,248.692748,238.266856,238.266856,238.267
greedy_restart_eta2000,MS40d,8,245.027286,240.274736,239.224498,238.083
greedy_restart_eta2000,MS40d,9,249.520698,240.037136,239.869436,238.293
greedy_restart_eta2000,MS41d,1,264.636419,264.636419,256.310422,248.311
greedy_restart_eta2000,MS41d,10,262.140027,262.140027,255.358132,252.243
greedy_restart_eta2000,MS41d,2,266.281529,266.281529,254.359992,250.724
greedy_restart_eta2000,MS41d,3,263.651804,263.651804,259.552514,258.003
greedy_restart_eta2000,MS41d,4,258.518686,255.810609,255.810609,251.974
greedy_restart_eta2000,MS41d,5,263.153255,260.253836,258.32244,255.892
greedy_restart_eta2000,MS41d,6,263.589524,263.589524,258.676438,257.133
greedy_restart_eta2000,MS41d,7,264.13154,264.13154,255.994229,255.961
greedy_restart_eta2000,MS41d,8,261.796753,261.796753,258.277923,253.166
greedy_restart_eta2000,MS41d,9,261.316232,261.316232,257.181079,252.638
greedy_restart_eta2000,MS42d,1,341.296208,341.296208,325.261174,324.028
greedy_restart_eta2000,MS42d,10,339.52295,339.52295,327.172441,327.172
greedy_restart_eta2000,MS42d,2,342.45421,340.127513,331.767465,329.048
greedy_restart_eta2000,MS42d,3,345.859728,338.110209,330.679203,329.723
greedy_restart_eta2000,MS42d,4,345.924861,343.615694,329.365879,329.366
greedy_restart_eta2000,MS42d,5,339.66558,330.828662,319.530829,319.303
greedy_restart_eta2000,MS42d,6,344.949504,331.709348,331.199614,331.2
greedy_restart_eta2000,MS42d,7,344.191989,333.392943,326.145127,322.42
greedy_restart_eta2000,MS42d,8,345.437956,334.883807,328.672933,328.064
greedy_restart_eta2000,MS42d,9,350.729547,339.01982,329.468982,323.083
greedy_restart_eta2000,MS43d,1,375.978513,353.412385,352.348285,352.348
greedy_restart_eta2000,MS43d,10,367.347368,355.146568,351.672498,351.672
greedy_restart_eta2000,MS43d,2,369.664909,360.404434,355.149008,354.511
greedy_restart_eta2000,MS43d,3,371.517781,363.688429,362.868529,362.596
greedy_restart_eta2000,MS43d,4,363.78362,362.32142,357.873083,357.834
greedy_restart_eta2000,MS43d,5,370.147119,360.213582,359.668694,358.769
greedy_restart_eta2000,MS43d,6,368.703617,359.551796,358.516562,358.308
greedy_restart_eta2000,MS43d,7,367.687765,355.534046,353.784964,353.785
greedy_restart_eta2000,MS43d,8,367.714562,352.90724,352.90724,352.907
greedy_restart_eta2000,MS43d,9,370.76473,362.802279,358.198929,358.199
greedy_restart_eta2000,MS4d,1,487.641673,467.385712,465.413777,465.054
greedy_restart_eta2000,MS4d,10,484.086926,463.320473,458.068334,455.961
greedy_restart_eta2000,MS4d,2,494.139554,484.540809,475.483609,475.484
greedy_restart_eta2000,MS4d,3,476.734287,465.085678,455.554919,455.171
greedy_restart_eta2000,MS4d,4,489.215055,477.495602,460.866044,460.334
